day,local_time,assessment_number,mean_daily_temp, Wind (km/h),ws,wd, cummulative_rain_since_9am ,rain_mm,location
26,29/6/20 11:15,NA,19.5,14.3,3.97,70,0,0,Billa_Billa
26,29/6/20 11:30,NA,19.9,12.8,3.56,72,0,0,Billa_Billa
26,29/6/20 11:45,NA,20.3,11.9,3.31,78,0,0,Billa_Billa
26,29/6/20 12:00,NA,20.3,10.5,2.92,91,0,0,Billa_Billa
26,29/6/20 12:15,NA,20.3,9.5,2.64,96,0,0,Billa_Billa
26,29/6/20 12:30,NA,20.5,7.9,2.19,94,0,0,Billa_Billa
26,29/6/20 12:45,NA,20.4,7.4,2.06,102,0,0,Billa_Billa
26,29/6/20 13:00,NA,20.6,6.6,1.83,116,0,0,Billa_Billa
26,29/6/20 13:15,NA,20.3,7.9,2.19,66,0,0,Billa_Billa
26,29/6/20 13:30,NA,20.5,6.8,1.89,58,0,0,Billa_Billa
26,29/6/20 13:45,NA,20.7,5.1,1.42,57,0,0,Billa_Billa
26,29/6/20 14:00,NA,20.6,7.1,1.97,80,0,0,Billa_Billa
26,29/6/20 14:15,NA,20.7,5.3,1.47,96,0,0,Billa_Billa
26,29/6/20 14:30,NA,20.8,9.5,2.64,107,0,0,Billa_Billa
26,29/6/20 14:45,NA,20.9,4.7,1.31,116,0,0,Billa_Billa
26,29/6/20 15:00,NA,20.6,5.9,1.64,75,0,0,Billa_Billa
26,29/6/20 15:15,NA,20.6,4,1.11,94,0,0,Billa_Billa
26,29/6/20 15:30,NA,21.1,1.3,0.36,126,0,0,Billa_Billa
26,29/6/20 15:45,NA,20.9,3.1,0.86,214,0,0,Billa_Billa
26,29/6/20 16:00,NA,20.7,3.2,0.89,200,0,0,Billa_Billa
26,29/6/20 16:15,NA,20.3,5.1,1.42,122,0,0,Billa_Billa
26,29/6/20 16:30,NA,19.8,3.3,0.92,136,0,0,Billa_Billa
26,29/6/20 16:45,NA,18.3,3.2,0.89,113,0,0,Billa_Billa
26,29/6/20 17:00,NA,17.2,3.7,1.03,113,0,0,Billa_Billa
26,29/6/20 17:15,NA,15.6,2.5,0.69,123,0,0,Billa_Billa
26,29/6/20 17:30,NA,17.8,3.9,1.08,115,0,0,Billa_Billa
26,29/6/20 17:45,NA,14.8,2.3,0.64,117,0,0,Billa_Billa
26,29/6/20 18:00,NA,15,2.6,0.72,121,0,0,Billa_Billa
26,29/6/20 18:15,NA,16.9,3.6,1.00,145,0,0,Billa_Billa
26,29/6/20 18:30,NA,13,3.8,1.06,134,0,0,Billa_Billa
26,29/6/20 18:45,NA,11,2.5,0.69,123,0,0,Billa_Billa
26,29/6/20 19:00,NA,9.9,2.2,0.61,123,0,0,Billa_Billa
26,29/6/20 19:15,NA,9.7,2.7,0.75,123,0,0,Billa_Billa
26,29/6/20 19:30,NA,9.8,3.5,0.97,123,0,0,Billa_Billa
26,29/6/20 19:45,NA,9.5,3.4,0.94,123,0,0,Billa_Billa
26,29/6/20 20:00,NA,10.3,1.4,0.39,123,0,0,Billa_Billa
26,29/6/20 20:15,NA,9.9,0.3,0.08,123,0,0,Billa_Billa
26,29/6/20 20:30,NA,9.8,0.2,0.06,123,0,0,Billa_Billa
26,29/6/20 20:45,NA,9,0.6,0.17,152,0,0,Billa_Billa
26,29/6/20 21:00,NA,9,0,0.00,180,0,0,Billa_Billa
26,29/6/20 21:15,NA,6.5,3.5,0.97,84,0,0,Billa_Billa
26,29/6/20 21:30,NA,6.3,2.1,0.58,71,0,0,Billa_Billa
26,29/6/20 21:45,NA,7.7,0.2,0.06,71,0,0,Billa_Billa
26,29/6/20 22:00,NA,7.4,0,0.00,180,0,0,Billa_Billa
26,29/6/20 22:15,NA,8.4,1.8,0.50,76,0,0,Billa_Billa
26,29/6/20 22:30,NA,8.4,0.3,0.08,77,0,0,Billa_Billa
26,29/6/20 22:45,NA,8.2,3.6,1.00,86,0,0,Billa_Billa
26,29/6/20 23:00,NA,7.7,3.4,0.94,96,0,0,Billa_Billa
26,29/6/20 23:15,NA,7.6,1.6,0.44,96,0,0,Billa_Billa
26,29/6/20 23:30,NA,7.5,0.3,0.08,95,0,0,Billa_Billa
26,29/6/20 23:45,NA,7.9,0.6,0.17,96,0,0,Billa_Billa
27,30/6/20 0:00,NA,7,2.8,0.78,107,0,0,Billa_Billa
27,30/6/20 0:15,NA,7.3,2.5,0.69,106,0,0,Billa_Billa
27,30/6/20 0:30,NA,8.1,1.3,0.36,103,0,0,Billa_Billa
27,30/6/20 0:45,NA,8.5,2.7,0.75,73,0,0,Billa_Billa
27,30/6/20 1:00,NA,8.5,0.4,0.11,58,0,0,Billa_Billa
27,30/6/20 1:15,NA,5.8,0.5,0.14,58,0,0,Billa_Billa
27,30/6/20 1:30,NA,6,1.1,0.31,59,0,0,Billa_Billa
27,30/6/20 1:45,NA,5.2,0.5,0.14,58,0,0,Billa_Billa
27,30/6/20 2:00,NA,5.4,0.2,0.06,59,0,0,Billa_Billa
27,30/6/20 2:15,NA,6.1,0.3,0.08,58,0,0,Billa_Billa
27,30/6/20 2:30,NA,7.1,1.1,0.31,60,0,0,Billa_Billa
27,30/6/20 2:45,NA,6.9,0.9,0.25,61,0,0,Billa_Billa
27,30/6/20 3:00,NA,6.3,0.6,0.17,61,0,0,Billa_Billa
27,30/6/20 3:15,NA,7.1,2.5,0.69,87,0,0,Billa_Billa
27,30/6/20 3:30,NA,6.6,2,0.56,91,0,0,Billa_Billa
27,30/6/20 3:45,NA,7,0.8,0.22,51,0,0,Billa_Billa
27,30/6/20 4:00,NA,5,1.9,0.53,56,0,0,Billa_Billa
27,30/6/20 4:15,NA,4.5,1.1,0.31,64,0,0,Billa_Billa
27,30/6/20 4:30,NA,5,0.3,0.08,65,0,0,Billa_Billa
27,30/6/20 4:45,NA,4.5,0,0.00,180,0,0,Billa_Billa
27,30/6/20 5:00,NA,3.9,0,0.00,180,0,0,Billa_Billa
27,30/6/20 5:15,NA,3.2,0,0.00,180,0,0,Billa_Billa
27,30/6/20 5:30,NA,3.3,0,0.00,180,0,0,Billa_Billa
27,30/6/20 5:45,NA,3.5,1.9,0.53,65,0,0,Billa_Billa
27,30/6/20 6:00,NA,3.5,0.2,0.06,65,0,0,Billa_Billa
27,30/6/20 6:15,NA,3.1,0,0.00,180,0,0,Billa_Billa
27,30/6/20 6:30,NA,2.5,0.8,0.22,65,0,0,Billa_Billa
27,30/6/20 6:45,NA,2.9,2,0.56,66,0,0,Billa_Billa
27,30/6/20 7:00,NA,2.6,0.1,0.03,66,0,0,Billa_Billa
27,30/6/20 7:15,NA,2.2,1.5,0.42,66,0,0,Billa_Billa
27,30/6/20 7:30,NA,3.1,1.9,0.53,66,0,0,Billa_Billa
27,30/6/20 7:45,NA,4.5,1,0.28,65,0,0,Billa_Billa
27,30/6/20 8:00,NA,7.3,3.8,1.06,71,0,0,Billa_Billa
27,30/6/20 8:15,NA,9.1,1.2,0.33,81,0,0,Billa_Billa
27,30/6/20 8:30,NA,10.3,3.7,1.03,86,0,0,Billa_Billa
27,30/6/20 8:45,NA,11.4,1,0.28,87,0,0,Billa_Billa
27,30/6/20 9:00,NA,12.3,1.2,0.33,87,0,0,Billa_Billa
27,30/6/20 9:15,NA,13.1,4.4,1.22,96,0,0,Billa_Billa
27,30/6/20 9:30,NA,14.3,7.6,2.11,86,0,0,Billa_Billa
27,30/6/20 9:45,NA,14.9,9,2.50,87,0,0,Billa_Billa
27,30/6/20 10:00,NA,15.6,9.2,2.56,97,0,0,Billa_Billa
27,30/6/20 10:15,NA,16.4,8.8,2.44,103,0,0,Billa_Billa
27,30/6/20 10:30,NA,17,6.1,1.69,115,0,0,Billa_Billa
27,30/6/20 10:45,NA,17.8,6.1,1.69,101,0,0,Billa_Billa
27,30/6/20 11:00,NA,18.4,7.2,2.00,75,0,0,Billa_Billa
27,30/6/20 11:15,NA,18.6,8.2,2.28,40,0,0,Billa_Billa
27,30/6/20 11:30,NA,18.4,7.2,2.00,19,0,0,Billa_Billa
27,30/6/20 11:45,NA,18.9,6.4,1.78,30,0,0,Billa_Billa
27,30/6/20 12:00,NA,19.5,4.7,1.31,57,0,0,Billa_Billa
27,30/6/20 12:15,NA,19.7,5.4,1.50,66,0,0,Billa_Billa
27,30/6/20 12:30,NA,20.1,3.6,1.00,48,0,0,Billa_Billa
27,30/6/20 12:45,NA,19.8,4.2,1.17,69,0,0,Billa_Billa
27,30/6/20 13:00,NA,19.7,1.4,0.39,68,0,0,Billa_Billa
27,30/6/20 13:15,NA,20.5,3.1,0.86,173,0,0,Billa_Billa
27,30/6/20 13:30,NA,20,3.1,0.86,170,0,0,Billa_Billa
27,30/6/20 13:45,NA,19.6,4.8,1.33,113,0,0,Billa_Billa
27,30/6/20 14:00,NA,19.9,5,1.39,104,0,0,Billa_Billa
27,30/6/20 14:15,NA,20.6,5.1,1.42,111,0,0,Billa_Billa
27,30/6/20 14:30,NA,20.8,3.2,0.89,121,0,0,Billa_Billa
27,30/6/20 14:45,NA,20.8,4.6,1.28,109,0,0,Billa_Billa
27,30/6/20 15:00,NA,20.6,6.9,1.92,96,0,0,Billa_Billa
27,30/6/20 15:15,NA,20.4,4.5,1.25,110,0,0,Billa_Billa
27,30/6/20 15:30,NA,19.8,4.5,1.25,147,0,0,Billa_Billa
27,30/6/20 15:45,NA,19.4,5,1.39,102,0,0,Billa_Billa
27,30/6/20 16:00,NA,18.9,2.9,0.81,101,0,0,Billa_Billa
27,30/6/20 16:15,NA,18.7,2.6,0.72,101,0,0,Billa_Billa
27,30/6/20 16:30,NA,18.8,2.4,0.67,101,0,0,Billa_Billa
27,30/6/20 16:45,NA,18.5,1.8,0.50,101,0,0,Billa_Billa
27,30/6/20 17:00,NA,17.9,0.3,0.08,101,0,0,Billa_Billa
27,30/6/20 17:15,NA,17.4,2.4,0.67,101,0,0,Billa_Billa
27,30/6/20 17:30,NA,16.8,0.8,0.22,101,0,0,Billa_Billa
27,30/6/20 17:45,NA,16.4,0.7,0.19,101,0,0,Billa_Billa
27,30/6/20 18:00,NA,15.9,2.2,0.61,101,0,0,Billa_Billa
27,30/6/20 18:15,NA,15.9,2.8,0.78,101,0,0,Billa_Billa
27,30/6/20 18:30,NA,14.8,2.4,0.67,101,0,0,Billa_Billa
27,30/6/20 18:45,NA,14.4,3.4,0.94,101,0,0,Billa_Billa
27,30/6/20 19:00,NA,13.3,3.6,1.00,101,0,0,Billa_Billa
27,30/6/20 19:15,NA,12.8,3.7,1.03,101,0,0,Billa_Billa
27,30/6/20 19:30,NA,12.3,2.9,0.81,101,0,0,Billa_Billa
27,30/6/20 19:45,NA,11.3,3.4,0.94,101,0,0,Billa_Billa
27,30/6/20 20:00,NA,12,2.3,0.64,101,0,0,Billa_Billa
27,30/6/20 20:15,NA,12,3.5,0.97,101,0,0,Billa_Billa
27,30/6/20 20:30,NA,11.6,2.8,0.78,101,0,0,Billa_Billa
27,30/6/20 20:45,NA,11.9,2.3,0.64,101,0,0,Billa_Billa
27,30/6/20 21:00,NA,12.8,3.3,0.92,100,0,0,Billa_Billa
27,30/6/20 21:15,NA,12.8,0.9,0.25,99,0,0,Billa_Billa
27,30/6/20 21:30,NA,12.3,0,0.00,180,0,0,Billa_Billa
27,30/6/20 21:45,NA,10.8,0,0.00,180,0,0,Billa_Billa
27,30/6/20 22:00,NA,9.8,0.9,0.25,99,0,0,Billa_Billa
27,30/6/20 22:15,NA,10.1,1.2,0.33,138,0,0,Billa_Billa
27,30/6/20 22:30,NA,10.6,0,0.00,180,0,0,Billa_Billa
27,30/6/20 22:45,NA,10.3,2.2,0.61,141,0,0,Billa_Billa
27,30/6/20 23:00,NA,8.4,2.3,0.64,141,0,0,Billa_Billa
27,30/6/20 23:15,NA,8.3,3.5,0.97,140,0,0,Billa_Billa
27,30/6/20 23:30,NA,8.9,3,0.83,140,0,0,Billa_Billa
27,30/6/20 23:45,NA,8.2,3.9,1.08,140,0,0,Billa_Billa
28,1/7/20 0:00,NA,8.2,4.1,1.14,140,0,0,Billa_Billa
28,1/7/20 0:15,NA,9.5,1.9,0.53,140,0,0,Billa_Billa
28,1/7/20 0:30,NA,10.4,1.8,0.50,140,0,0,Billa_Billa
28,1/7/20 0:45,NA,10.5,0.3,0.08,140,0,0,Billa_Billa
28,1/7/20 1:00,NA,10.7,1.7,0.47,140,0,0,Billa_Billa
28,1/7/20 1:15,NA,8.3,2.1,0.58,144,0,0,Billa_Billa
28,1/7/20 1:30,NA,8.2,5.5,1.53,258,0,0,Billa_Billa
28,1/7/20 1:45,NA,8.8,2.2,0.61,286,0,0,Billa_Billa
28,1/7/20 2:00,NA,8.9,1.5,0.42,286,0,0,Billa_Billa
28,1/7/20 2:15,NA,8.6,1.3,0.36,286,0,0,Billa_Billa
28,1/7/20 2:30,NA,7.1,0.7,0.19,286,0,0,Billa_Billa
28,1/7/20 2:45,NA,6.1,1.5,0.42,287,0,0,Billa_Billa
28,1/7/20 3:00,NA,6.1,0,0.00,180,0,0,Billa_Billa
28,1/7/20 3:15,NA,6.8,1.3,0.36,286,0,0,Billa_Billa
28,1/7/20 3:30,NA,8.8,4.6,1.28,318,0,0,Billa_Billa
28,1/7/20 3:45,NA,8.7,6,1.67,21,0,0,Billa_Billa
28,1/7/20 4:00,NA,8.2,5.1,1.42,22,0,0,Billa_Billa
28,1/7/20 4:15,NA,8.6,6.2,1.72,23,0,0,Billa_Billa
28,1/7/20 4:30,NA,9,7.7,2.14,29,0,0,Billa_Billa
28,1/7/20 4:45,NA,8.9,7,1.94,32,0,0,Billa_Billa
28,1/7/20 5:00,NA,8.5,6.4,1.78,31,0,0,Billa_Billa
28,1/7/20 5:15,NA,8.5,6.6,1.83,33,0,0,Billa_Billa
28,1/7/20 5:30,NA,8.6,6.6,1.83,33,0,0,Billa_Billa
28,1/7/20 5:45,NA,9.1,6.6,1.83,34,0,0,Billa_Billa
28,1/7/20 6:00,NA,9.3,5.9,1.64,33,0,0,Billa_Billa
28,1/7/20 6:15,NA,9.6,7.1,1.97,33,0,0,Billa_Billa
28,1/7/20 6:30,NA,10,5.9,1.64,33,0,0,Billa_Billa
28,1/7/20 6:45,NA,10.3,7,1.94,34,0,0,Billa_Billa
28,1/7/20 7:00,NA,9.9,6.1,1.69,35,0,0,Billa_Billa
28,1/7/20 7:15,NA,10,6,1.67,35,0,0,Billa_Billa
28,1/7/20 7:30,NA,10.8,6.5,1.81,36,0,0,Billa_Billa
28,1/7/20 7:45,NA,11.8,7.8,2.17,42,0,0,Billa_Billa
28,1/7/20 8:00,NA,12.5,7.9,2.19,46,0,0,Billa_Billa
28,1/7/20 8:15,NA,13.4,8.9,2.47,43,0,0,Billa_Billa
28,1/7/20 8:30,NA,14.3,8.7,2.42,39,0,0,Billa_Billa
28,1/7/20 8:45,NA,15.1,9.8,2.72,37,0,0,Billa_Billa
28,1/7/20 9:00,NA,16,11.2,3.11,38,0,0,Billa_Billa
28,1/7/20 9:15,NA,16.8,11.6,3.22,36,0,0,Billa_Billa
28,1/7/20 9:30,NA,17.4,12.7,3.53,34,0,0,Billa_Billa
28,1/7/20 9:45,NA,17.9,8.8,2.44,15,0,0,Billa_Billa
28,1/7/20 10:00,NA,18.1,10.3,2.86,17,0,0,Billa_Billa
28,1/7/20 10:15,NA,18.8,8.8,2.44,5,0,0,Billa_Billa
28,1/7/20 10:30,NA,18.9,9.5,2.64,14,0,0,Billa_Billa
28,1/7/20 10:45,NA,19.5,6.9,1.92,351,0,0,Billa_Billa
28,1/7/20 11:00,NA,19.5,6.2,1.72,358,0,0,Billa_Billa
28,1/7/20 11:15,NA,19.8,7.9,2.19,9,0,0,Billa_Billa
28,1/7/20 11:30,NA,20.1,8.1,2.25,2,0,0,Billa_Billa
28,1/7/20 11:45,NA,20.1,8.2,2.28,356,0,0,Billa_Billa
28,1/7/20 12:00,NA,20.8,6.3,1.75,6,0,0,Billa_Billa
28,1/7/20 12:15,NA,20.5,7.5,2.08,331,0,0,Billa_Billa
28,1/7/20 12:30,NA,20.5,4.9,1.36,327,0,0,Billa_Billa
28,1/7/20 12:45,NA,19.7,5,1.39,314,0,0,Billa_Billa
28,1/7/20 13:00,NA,19.5,5.1,1.42,304,0,0,Billa_Billa
28,1/7/20 13:15,NA,20.1,6.2,1.72,305,0,0,Billa_Billa
28,1/7/20 13:30,NA,20,4.6,1.28,307,0,0,Billa_Billa
28,1/7/20 13:45,NA,20,2,0.56,345,0,0,Billa_Billa
28,1/7/20 14:00,NA,20.2,3.4,0.94,21,0,0,Billa_Billa
28,1/7/20 14:15,NA,21.5,4.5,1.25,12,0,0,Billa_Billa
28,1/7/20 14:30,NA,21.5,3.5,0.97,16,0,0,Billa_Billa
28,1/7/20 14:45,NA,21.9,3.8,1.06,319,0,0,Billa_Billa
28,1/7/20 15:00,NA,22.1,4.8,1.33,337,0,0,Billa_Billa
28,1/7/20 15:15,NA,22.2,9.4,2.61,308,0,0,Billa_Billa
28,1/7/20 15:30,NA,21.6,7.2,2.00,304,0,0,Billa_Billa
28,1/7/20 15:45,NA,21.3,4.3,1.19,302,0,0,Billa_Billa
28,1/7/20 16:00,NA,21.1,4.3,1.19,265,0,0,Billa_Billa
28,1/7/20 16:15,NA,21.6,1.5,0.42,287,0,0,Billa_Billa
28,1/7/20 16:30,NA,21.4,3.7,1.03,62,0,0,Billa_Billa
28,1/7/20 16:45,NA,20.8,2.7,0.75,68,0,0,Billa_Billa
28,1/7/20 17:00,NA,19.5,1.4,0.39,68,0,0,Billa_Billa
28,1/7/20 17:15,NA,17.8,3.5,0.97,68,0,0,Billa_Billa
28,1/7/20 17:30,NA,17.4,2.9,0.81,67,0,0,Billa_Billa
28,1/7/20 17:45,NA,16.7,0.6,0.17,67,0,0,Billa_Billa
28,1/7/20 18:00,NA,15.1,3.5,0.97,68,0,0,Billa_Billa
28,1/7/20 18:15,NA,13.3,3.1,0.86,68,0,0,Billa_Billa
28,1/7/20 18:30,NA,12.5,3.3,0.92,67,0,0,Billa_Billa
28,1/7/20 18:45,NA,12.3,4.2,1.17,67,0,0,Billa_Billa
28,1/7/20 19:00,NA,12.7,2.5,0.69,67,0,0,Billa_Billa
28,1/7/20 19:15,NA,12.7,3.1,0.86,67,0,0,Billa_Billa
28,1/7/20 19:30,NA,12.6,3.8,1.06,66,0,0,Billa_Billa
28,1/7/20 19:45,NA,11.7,3.7,1.03,67,0,0,Billa_Billa
28,1/7/20 20:00,NA,11.6,4.2,1.17,98,0,0,Billa_Billa
28,1/7/20 20:15,NA,11.1,2.4,0.67,122,0,0,Billa_Billa
28,1/7/20 20:30,NA,11,2.3,0.64,123,0,0,Billa_Billa
28,1/7/20 20:45,NA,11.1,1.6,0.44,123,0,0,Billa_Billa
28,1/7/20 21:00,NA,11,2.5,0.69,123,0,0,Billa_Billa
28,1/7/20 21:15,NA,10.6,1.9,0.53,123,0,0,Billa_Billa
28,1/7/20 21:30,NA,10.1,2.7,0.75,122,0,0,Billa_Billa
28,1/7/20 21:45,NA,10.6,2.9,0.81,122,0,0,Billa_Billa
28,1/7/20 22:00,NA,11.8,2.7,0.75,122,0,0,Billa_Billa
28,1/7/20 22:15,NA,11.6,5,1.39,89,0,0,Billa_Billa
28,1/7/20 22:30,NA,10.8,3.9,1.08,70,0,0,Billa_Billa
28,1/7/20 22:45,NA,11.4,2.3,0.64,70,0,0,Billa_Billa
28,1/7/20 23:00,NA,11.5,0.4,0.11,70,0,0,Billa_Billa
28,1/7/20 23:15,NA,10.8,0.5,0.14,70,0,0,Billa_Billa
28,1/7/20 23:30,NA,10,0.7,0.19,70,0,0,Billa_Billa
28,1/7/20 23:45,NA,10.2,1.5,0.42,70,0,0,Billa_Billa
29,2/7/20 0:00,assessment_1,9.8,0.9,0.25,69,0,0,Billa_Billa
29,2/7/20 0:15,assessment_1,9.6,1.7,0.47,70,0,0,Billa_Billa
29,2/7/20 0:30,assessment_1,8.7,1.8,0.50,70,0,0,Billa_Billa
29,2/7/20 0:45,assessment_1,8,2.5,0.69,70,0,0,Billa_Billa
29,2/7/20 1:00,assessment_1,9.7,5.9,1.64,59,0,0,Billa_Billa
29,2/7/20 1:15,assessment_1,10.6,6.7,1.86,48,0,0,Billa_Billa
29,2/7/20 1:30,assessment_1,11.1,6.5,1.81,45,0,0,Billa_Billa
29,2/7/20 1:45,assessment_1,11.4,7,1.94,45,0,0,Billa_Billa
29,2/7/20 2:00,assessment_1,11,7.1,1.97,45,0,0,Billa_Billa
29,2/7/20 2:15,assessment_1,11.4,7.6,2.11,41,0,0,Billa_Billa
29,2/7/20 2:30,assessment_1,11.9,11.2,3.11,42,0,0,Billa_Billa
29,2/7/20 2:45,assessment_1,11.5,9.1,2.53,35,0,0,Billa_Billa
29,2/7/20 3:00,assessment_1,12,9,2.50,35,0,0,Billa_Billa
29,2/7/20 3:15,assessment_1,11.8,8.6,2.39,31,0,0,Billa_Billa
29,2/7/20 3:30,assessment_1,11.9,9.4,2.61,32,0,0,Billa_Billa
29,2/7/20 3:45,assessment_1,12.1,11.2,3.11,29,0,0,Billa_Billa
29,2/7/20 4:00,assessment_1,12,11.5,3.19,27,0,0,Billa_Billa
29,2/7/20 4:15,assessment_1,12.4,12.7,3.53,25,0,0,Billa_Billa
29,2/7/20 4:30,assessment_1,11.8,12.7,3.53,31,0,0,Billa_Billa
29,2/7/20 4:45,assessment_1,12.1,13.2,3.67,28,0,0,Billa_Billa
29,2/7/20 5:00,assessment_1,12,13.3,3.69,27,0,0,Billa_Billa
29,2/7/20 5:15,assessment_1,12,13.4,3.72,30,0,0,Billa_Billa
29,2/7/20 5:30,assessment_1,12.1,13.2,3.67,31,0,0,Billa_Billa
29,2/7/20 5:45,assessment_1,12.4,13.7,3.81,28,0,0,Billa_Billa
29,2/7/20 6:00,assessment_1,12.6,14.1,3.92,25,0,0,Billa_Billa
29,2/7/20 6:15,assessment_1,12.5,12,3.33,25,0,0,Billa_Billa
29,2/7/20 6:30,assessment_1,12.4,9.9,2.75,24,0,0,Billa_Billa
29,2/7/20 6:45,assessment_1,12.3,8.9,2.47,25,0,0,Billa_Billa
29,2/7/20 7:00,assessment_1,11.8,10.4,2.89,31,0,0,Billa_Billa
29,2/7/20 7:15,assessment_1,12.1,10.3,2.86,27,0,0,Billa_Billa
29,2/7/20 7:30,assessment_1,12.4,10.4,2.89,24,0,0,Billa_Billa
29,2/7/20 7:45,assessment_1,12.9,10,2.78,24,0,0,Billa_Billa
29,2/7/20 8:00,assessment_1,12.8,10.6,2.94,30,0,0,Billa_Billa
29,2/7/20 8:15,assessment_1,13.3,9.8,2.72,21,0,0,Billa_Billa
29,2/7/20 8:30,assessment_1,14.2,10.2,2.83,21,0,0,Billa_Billa
29,2/7/20 8:45,assessment_1,14.9,10.3,2.86,22,0,0,Billa_Billa
29,2/7/20 9:00,assessment_1,15.7,10.8,3.00,20,0,0,Billa_Billa
29,2/7/20 9:15,assessment_1,16.6,11.5,3.19,17,0,0,Billa_Billa
29,2/7/20 9:30,assessment_1,17.1,10.3,2.86,10,0,0,Billa_Billa
29,2/7/20 9:45,assessment_1,17.8,9.9,2.75,7,0,0,Billa_Billa
29,2/7/20 10:00,assessment_1,18.5,10.8,3.00,10,0,0,Billa_Billa
29,2/7/20 10:15,assessment_1,19,12.3,3.42,11,0,0,Billa_Billa
29,2/7/20 10:30,assessment_1,19.9,10.3,2.86,11,0,0,Billa_Billa
29,2/7/20 10:45,assessment_1,20.4,9.3,2.58,17,0,0,Billa_Billa
29,2/7/20 11:00,assessment_1,20.9,10.8,3.00,7,0,0,Billa_Billa
29,2/7/20 11:15,assessment_1,21.4,9.1,2.53,3,0,0,Billa_Billa
29,2/7/20 11:30,assessment_1,21.8,8.8,2.44,340,0,0,Billa_Billa
29,2/7/20 11:45,assessment_1,22,8,2.22,355,0,0,Billa_Billa
29,2/7/20 12:00,assessment_1,22,9.5,2.64,316,0,0,Billa_Billa
29,2/7/20 12:15,assessment_1,22.4,7,1.94,337,0,0,Billa_Billa
29,2/7/20 12:30,assessment_1,22.4,9.6,2.67,329,0,0,Billa_Billa
29,2/7/20 12:45,assessment_1,22.8,8.8,2.44,323,0,0,Billa_Billa
29,2/7/20 13:00,assessment_1,22.6,9.1,2.53,320,0,0,Billa_Billa
29,2/7/20 13:15,assessment_1,23.1,7.2,2.00,333,0,0,Billa_Billa
29,2/7/20 13:30,assessment_1,22.8,6.9,1.92,2,0,0,Billa_Billa
29,2/7/20 13:45,assessment_1,23,6.2,1.72,346,0,0,Billa_Billa
29,2/7/20 14:00,assessment_1,23.2,6,1.67,345,0,0,Billa_Billa
29,2/7/20 14:15,assessment_1,23.2,5.3,1.47,351,0,0,Billa_Billa
29,2/7/20 14:30,assessment_1,23.3,7,1.94,5,0,0,Billa_Billa
29,2/7/20 14:45,assessment_1,23.3,4.3,1.19,355,0,0,Billa_Billa
29,2/7/20 15:00,assessment_1,22.5,2.4,0.67,26,0,0,Billa_Billa
29,2/7/20 15:15,assessment_1,23.2,7.5,2.08,309,0,0,Billa_Billa
29,2/7/20 15:30,assessment_1,23.1,3.8,1.06,3,0,0,Billa_Billa
29,2/7/20 15:45,assessment_1,22.7,2,0.56,353,0,0,Billa_Billa
29,2/7/20 16:00,assessment_1,22.9,1.1,0.31,325,0,0,Billa_Billa
29,2/7/20 16:15,assessment_1,23.1,3.1,0.86,301,0,0,Billa_Billa
29,2/7/20 16:30,assessment_1,22.6,0.9,0.25,295,0,0,Billa_Billa
29,2/7/20 16:45,assessment_1,22.4,1.5,0.42,308,0,0,Billa_Billa
29,2/7/20 17:00,assessment_1,21.1,3.1,0.86,5,0,0,Billa_Billa
29,2/7/20 17:15,assessment_1,20.5,5.8,1.61,21,0,0,Billa_Billa
29,2/7/20 17:30,assessment_1,17.8,3.7,1.03,40,0,0,Billa_Billa
29,2/7/20 17:45,assessment_1,16.5,3.5,0.97,36,0,0,Billa_Billa
29,2/7/20 18:00,assessment_1,15.8,3.9,1.08,35,0,0,Billa_Billa
29,2/7/20 18:15,assessment_1,15.1,4.3,1.19,42,0,0,Billa_Billa
29,2/7/20 18:30,assessment_1,14.8,5.1,1.42,45,0,0,Billa_Billa
29,2/7/20 18:45,assessment_1,14.8,5.6,1.56,44,0,0,Billa_Billa
29,2/7/20 19:00,assessment_1,14.9,5.3,1.47,44,0,0,Billa_Billa
29,2/7/20 19:15,assessment_1,14.8,5.6,1.56,45,0,0,Billa_Billa
29,2/7/20 19:30,assessment_1,14.7,5.7,1.58,46,0,0,Billa_Billa
29,2/7/20 19:45,assessment_1,14.1,5.9,1.64,44,0,0,Billa_Billa
29,2/7/20 20:00,assessment_1,13.8,5.5,1.53,45,0,0,Billa_Billa
29,2/7/20 20:15,assessment_1,14,5.5,1.53,45,0,0,Billa_Billa
29,2/7/20 20:30,assessment_1,14,5.3,1.47,43,0,0,Billa_Billa
29,2/7/20 20:45,assessment_1,13.6,5,1.39,45,0,0,Billa_Billa
29,2/7/20 21:00,assessment_1,14,5.6,1.56,43,0,0,Billa_Billa
29,2/7/20 21:15,assessment_1,13.5,4.8,1.33,44,0,0,Billa_Billa
29,2/7/20 21:30,assessment_1,13.3,5.4,1.50,43,0,0,Billa_Billa
29,2/7/20 21:45,assessment_1,13.1,5.3,1.47,44,0,0,Billa_Billa
29,2/7/20 22:00,assessment_1,13.6,6.2,1.72,45,0,0,Billa_Billa
29,2/7/20 22:15,assessment_1,13.9,6.8,1.89,45,0,0,Billa_Billa
29,2/7/20 22:30,assessment_1,13.6,6.6,1.83,44,0,0,Billa_Billa
29,2/7/20 22:45,assessment_1,13.1,5.8,1.61,46,0,0,Billa_Billa
29,2/7/20 23:00,assessment_1,12.8,6,1.67,47,0,0,Billa_Billa
